CodigoFaculdade;CodigoCurso;CNAEF_1D;CNAEF_1D_Nome;CNAEF_2D;CNAEF_2D_Nome;CNAEF_3D;CNAEF_3D_Nome
0300;6435;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0300;6436;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0300;6439;700;Saúde e Protecção Social;720;Saúde;727;Ciências Farmacêuticas
0300;6440;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
0300;6441;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
0300;6449;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0300;6451;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0300;6621;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
0300;6686;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
0300;6915;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
0300;6925;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
0300;6926;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0300;8507;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
0300;9002;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0300;9011;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;9012;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;9015;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;9016;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
0300;9041;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0300;9069;200;Artes e Humanidades;210;Artes;214;Design
0300;9081;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia
0300;9096;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e outros)
0300;9099;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
0300;9104;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;529;Engenharia e Técnicas Afins - programas não classificados noutra área de formação
0300;9116;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0300;9141;400;Ciências, Matemática e Informática;440;Ciências Físicas;441;Física
0300;9147;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0300;9194;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0300;9196;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0300;9204;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0300;9209;400;Ciências, Matemática e Informática;460;Matemática e Estatística;461;Matemática
0300;9212;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0300;9214;200;Artes e Humanidades;210;Artes;212;Artes do Espectáculo
0300;9215;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
0300;9219;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0300;9223;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química
0300;9223;400;Ciências, Matemática e Informática;520;Engenharia e Técnicas Afins;442;Química
0300;9250;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
0300;9251;400;Ciências, Matemática e Informática;480;Informática;481;Ciências Informáticas
0300;9252;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0300;9254;800;Serviços;810;Serviços Pessoais;812;Turismo e Lazer
0300;9266;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química
0300;9267;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0300;9273;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0300;9277;200;Artes e Humanidades;210;Artes;214;Design
0300;9280;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia
0300;9295;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0300;9316;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;9317;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;9327;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química
0300;9351;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;9360;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
0300;9361;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
0300;9365;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
0300;9368;400;Ciências, Matemática e Informática;440;Ciências Físicas;441;Física
0300;9369;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
0300;9391;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;9392;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;9396;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;9399;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
0300;9411;400;Ciências, Matemática e Informática;420;Ciências da Vida;422;Ciências do Ambiente
0300;9414;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e outros)
0300;9415;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e outros)
0300;9417;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
0300;9420;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;529;Engenharia e Técnicas Afins - programas não classificados noutra área de formação
0300;9422;400;Ciências, Matemática e Informática;440;Ciências Físicas;441;Física
0300;9423;400;Ciências, Matemática e Informática;440;Ciências Físicas;443;Ciências da Terra
0300;9437;400;Ciências, Matemática e Informática;460;Matemática e Estatística;461;Matemática
0300;9442;400;Ciências, Matemática e Informática;440;Ciências Físicas;442;Química
0300;9461;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
0300;9463;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0300;9508;800;Serviços;850;Protecção do Ambiente;851;Tecnologia de Protecção do Ambiente
0300;9569;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
0300;9577;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
0300;9578;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
0300;9579;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
0300;9598;400;Ciências, Matemática e Informática;440;Ciências Físicas;441;Física
0300;9804;300;Ciências Sociais, Comércio e Direito;380;Direito;380;Direito
0300;9853;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;144;Formação de Professores do Ensino Básico (1.º e 2.º Ciclos)
0300;M296;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0300;M297;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;142;Ciências da Educação
0300;M298;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;313;Ciência Política e Cidadania
0300;M300;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0300;M503;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0300;M527;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas
0300;M532;200;Artes e Humanidades;210;Artes;214;Design
0300;M594;400;Ciências, Matemática e Informática;420;Ciências da Vida;422;Ciências do Ambiente
0400;0063;400;Ciências, Matemática e Informática;420;Ciências da Vida;421;Biologia e Bioquímica
0400;0076;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
0400;0086;800;Serviços;810;Serviços Pessoais;813;Desporto
0400;0112;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
0400;0156;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia
0400;0200;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;525;Construção e Reparação de Veículos a Motor
0400;0233;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
0400;0237;500;Engenharia, Indústrias Transformadoras e Construção;580;Arquitectura e Construção;582;Construção Civil e Engenharia Civil
0400;0241;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;522;Electricidade e Energia
0400;0292;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;523;Electrónica e Automação
0400;0304;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
0400;0323;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;543;Materiais (Indústrias da Madeira, Cortiça, Papel, Plástico, Vidro e outros)
0400;0327;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;521;Metalurgia e Metalomecânica
0400;0331;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
0400;0344;500;Engenharia, Indústrias Transformadoras e Construção;540;Indústrias Transformadoras;542;Indústrias do Têxtil, Vestuário, Calçado e Couro
0400;0360;200;Artes e Humanidades;220;Humanidades;226;Filosofia e Ética
0400;0375;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0400;0377;400;Ciências, Matemática e Informática;440;Ciências Físicas;441;Física
0400;0383;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0400;0416;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;345;Gestão e Administração
0400;0480;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;146;Formação de Professores e Formadores de Áreas Tecnológicas
0400;0521;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0400;0560;100;Educação;140;Formação de Professores/Formadores e Ciências da Educação;145;Formação de Professores de Áreas Disciplinares Específicas
0400;0562;300;Ciências Sociais, Comércio e Direito;340;Ciências Empresariais;342;Marketing e Publicidade
0400;0574;400;Ciências, Matemática e Informática;460;Matemática e Estatística;461;Matemática
0400;0695;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;311;Psicologia
0400;0714;500;Engenharia, Indústrias Transformadoras e Construção;520;Engenharia e Técnicas Afins;524;Tecnologia dos Processos Químicos
0400;0759;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;312;Sociologia e Outros Estudos
0400;1068;200;Artes e Humanidades;210;Artes;213;Áudio-Visuais e Produção dos Media
0400;1151;200;Artes e Humanidades;210;Artes;214;Design
0400;1153;200;Artes e Humanidades;210;Artes;214;Design
0400;1537;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0400;1581;200;Artes e Humanidades;220;Humanidades;222;Línguas e Literaturas Estrangeiras
0400;1581;200;Artes e Humanidades;140;Formação de Professores/Formadores e Ciências da Educação;222;Línguas e Literaturas Estrangeiras
0400;1607;200;Artes e Humanidades;140;Formação de Professores/Formadores e Ciências da Educação;223;Língua e Literatura Materna
0400;1607;200;Artes e Humanidades;220;Humanidades;223;Língua e Literatura Materna
0400;1690;700;Saúde e Protecção Social;720;Saúde;725;Tecnologias de Diagnóstico e Terapêutica
0400;4053;300;Ciências Sociais, Comércio e Direito;310;Ciências Sociais e do Comportamento;314;Economia
0400;4076;300;Ciências Sociais, Comércio e Direito;320;Informação e Jornalismo;321;Jornalismo e Reportagem
